id,name,params,description
"0fc57667-2401-467a-82ec-90c402c22769","Golden Egg","charisma=20\,rcw=3\,pt1+0.5\,pt5+0.5\,dtf+0.75\,dbf+0.25","You ate the golden egg! They say it brings an enormous amount of luck. On the other hand\, gold is pretty heavy."
"10fc25ca-c095-44c6-b88b-d54ad58ab0a6","Injured Left Leg","Run-1\,Walk-0.5\,LimitSprint","Your left leg is injured.&lt;br/&gt;&amp;nbsp;&lt;br/&gt; Once the injury level reaches 60% or more\, you will not be able to run and your walk will slow down.&lt;br/&gt;&amp;nbsp;&lt;br/&gt; You can heal your wound by renewing your health\, e.g. by sleep\, visiting a bathhouse or a imbibing a healing potion. On the contrary\, if the level of injury increases\, you risk bleeding."
"117fe105-5c31-4e45-9e77-50993dae4472","quest_utokNebakov_blur_short",,
"1191c7f4-2dea-4c1c-8b7d-e1c808871e78","test_extreme_digestion","dig*100",
"11f44a76-21e3-4e1a-9b25-4b9341d4b8ef","visualBleeding_protection","btd*0",
"1385b27e-0d22-4a92-806b-3a0c94f6a813","combat_morale_context",,
"13d87f0e-fc80-489b-97b6-ad31458e93e3","prepadeni_vorechMorale","dmd*0\, dmh*0\, drn*0",
"14353495-866f-471a-b446-7a3e1099c35c","quest_kumaniNaTrosecku_campDrinkingSecondPhaseNotSoDrunk","fpd+0.6",
"151ace61-70fb-409e-8b95-57b35d6ad83f","posledniPomazani_healthLossBoost","hlh*10",
"1524fad6-ef2e-450c-9f96-b37a8947c025","Anti-alcohol Food.","apa=0.06","Anti-alcohol Food."
"1524fad6-ef2e-450c-9f96-b5d88947c025","Anti-alcohol Food.","apa=0.03","Anti-alcohol Food."
"1524fad6-ef2e-458c-9f96-b5d88947c025","Anti-alcohol Food.","apa=0.025","Anti-alcohol Food."
"1524fad6-ef2e-483c-9f96-b5d88947c025","Anti-alcohol Food.","apa=0.04","Anti-alcohol Food."
"1524fad6-ef2e-495c-9f96-b5d88947c025","Anti-alcohol Food.","apa=0.04","Anti-alcohol Food."
"1524fad6-ef2e-589c-9f96-b5d88947c025","Anti-alcohol Food.","apa=0.025","Anti-alcohol Food."
"1524fad6-ef2e-752c-9f96-b5d88947c025","Anti-alcohol Food.","apa=0.025","Anti-alcohol Food."
"1524fad6-ef2e-853c-9f96-b5d88947c025","Anti-alcohol Food.","apa=0.01","Anti-alcohol Food."
"16aac08d-aed6-46cd-9794-d90b836d1c01","thirty_heal","health+30/t",
"17899ec7-4801-4d38-8fe7-f02b8a8fa48d","horse_moraleDebuff_mountedByPlayer","mor*1.0",
"187d87c7-e97a-4558-ab7c-5318e441e065","archery_stamina",,
"18a0bd7c-214f-4107-bbc1-9e9bc09ce9db","unmute_nonpersistent","mut=0",
"1951e0bc-532d-4813-a64d-38ef635b3fd5","interrupt_deafness","hearing=0",
"196d18f7-46a7-4ad3-99ff-dd6ccd29da77","infinite_unconsciousness","ufo*0",
"1a42e06f-41c2-4d0a-bcf7-935b0c87a56a","test_huge_inventory","cap+1000",
"1aa6a7cc-4cee-4b73-8080-562bebc21443","Perfume Effect","charisma+1;charisma-3","This tincture makes you the best smelling bloke North of the Alps and East of the Rhine\, but only for a short period of time."
"1ab50a60-821b-4c19-ace3-c296d73566da","Disgraced","charisma-4\,con+0.4\,plr+2","You were put in the pillory for your crimes. Being publicly humiliated will have an effect on your reputation. You will temporarily be more noticeable and less charismatic.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;&lt;p&gt;Your Charisma is temporarily decreased by 4.&lt;/p&gt;&lt;p&gt;Your Conspicuousness is temporarily increased by 20.&lt;/p&gt;"
"1ad1650e-e565-40bf-9e99-01cefea90c2f","healthEatSleep_instant","health+1000/s\,hunger+1000/s\,exhaust=1000/s",
"1ae8375c-5027-4f37-b09f-02f39de3cb0a","hare_oneshot_permanent","hlh=1000\,slh=1000",
"1b562bab-88fc-4e84-83fd-a5ac465c18a8","sniffing",,
"1b569025-da7e-44d4-a167-fa7972050085","item_gloves","craftsmanship+2",
"1c13fe26-3766-4f50-829f-080bb9d543b8","forced_skiptime_protection","exh=0\,dig=0\,ble=0",
"1f50033a-475f-42c8-94df-6c98b1d982a8","erik_erikAngryDebuff","fencing*0.85\,defense*0.85\,strength*0.85\,agility*0.85\,weapon_sword*0.85",
"1fe1dee3-d749-4a2d-b36f-4a6b9a0c412a","autotest_min_might","mgt=0",
"2140972b-095a-40a8-909e-c1b46e261504","branding","brn+0.5;brn+0.5",
"21c300a6-552c-46e5-9f52-ad89f452187c","disableMasterStrike","ams=0",
"227015bf-ba96-4e11-874d-5f3874b1cb3c","Pepa's Sauerkraut Effect","vitality+1\, health+10","Pepa's sauerkraut has beneficial effects. You get a +1 vitality bonus."
"228f7520-d160-436a-8d37-97f677a21591","test_suppressArmorLoad_low","alo=-0.2",
"2290487b-ec89-47c1-8ac0-f1decb9cd32f","Damaged Arms",,"Some of your weapons are in a bad shape. You'd better take care of that\, else you risk permanent reduction in quality."
"22a77241-ab4c-456a-9596-ba158154ece1","quest_zikmunduvTabor_ditrichBoost","strength*1.2\,agility*1.2\,vitality*1.2\,fencing*1.2\,defense*1.2\,weapon_sword*1.2\,heavy_weapons*1.2\,weapon_large*1.2\,weapon_unarmed*1.2\,marksmanship*1.2",
"231cf355-1fc4-48f4-b694-ccd9363a2e5e","mikes_kozlik_nebakov_stats","strength=18\,agility=14\,vitality=14\,vision=16\,hearing=16\,courage=18\,fencing=14\,defense=14\,weapon_sword=14\,weapon_unarmed=14\,weapon_large=14\,heavy_weapons=14\,marksmanship=14",
"24beca1b-ceee-40b0-9138-6955acdf557e","autotest_min_impress","imp=0",
"25222af4-f519-4baa-ac87-803e5f974d62","mikes_kozlik_oblehani_suchdole_stats","strength=25\,agility=25\,vitality=25\,vision=30\,hearing=30\,courage=30\,fencing=25\,defense=25\,weapon_sword=25\,weapon_unarmed=25\,weapon_large=25\,heavy_weapons=25\,marksmanship=25",
"25f95783-b9a6-4554-aab2-48b43dd9280b","closed_visor_debuff","srg*0.95",
"261fc53f-3ef2-4e0a-a7c8-e46bc8528977","horse_throwdown_protection","hml=0",
"26ddafa9-42ff-4416-bf7d-2d9aa4075ad0","Appetite","strength-1","You have an alcohol habit. Your strength decreases by 1 until you have a drink. Long-term abstinence will cure you."
"26e0501f-c2d6-463f-b9b8-1946e5e9b1c3","robbed_angriness","ran+1",
"27f2305e-8b64-4426-ae2f-203ddf38b80b","Marigold Potion Effect","health+50/t","Marigold concoction is regenerating your health by half."
"27f46b49-dbe7-4b42-b8f8-470e4f28fb35","Increased Morale","strength*1.2\,agility*1.2\,vitality*1.2\,fencing*1.2\,defense*1.2\,weapon_sword*1.2\,heavy_weapons*1.2\,weapon_large*1.2\,weapon_unarmed*1.2\,marksmanship*1.2","Your morale is boosted. The Italian Court will not fall! Not today!"
"29336a21-dd76-447b-a4f0-94dd6b9db466","poor_hearing","hearing*0.3",
"2a37002d-b6c3-4323-a139-f2eb5ada6087","quest_noBlood","bld=0",
"2aef664e-3b40-4a59-bedf-6af5a83a2720","item_horsePlate","courage+5\,agility-5",
"2c04557c-b6cf-4bfd-b815-a0204f57d3cf","combat_fall_damage_enable","efd+1",
"2c0cd734-d506-459b-a4ea-507c9e8a1074","thirty_heal_instant","health+30/s",
"2c14d546-1993-4b77-946f-004d63c686ec","npc_meal","health+2/t",
"2c5a7879-8fa0-4fb2-a6d4-3f66bbd51021","alcoholAddictionBohuta","aml+4",
"2c6f5c04-087b-4a7d-9b0e-0d7e07c38483","meat_agi_exp_test","xag*1.1",
"2d71ec02-4257-479e-a8fa-a1a8fda667dc","test_realspeed","rms*1",
"2e9634d8-a7e4-4cdb-a5a5-eba2ca54ce16","stealth_lowerVisibilityArea","vib-0.3\,con-0.3",
"30750623-dc45-4fa2-b82d-ae1ef8c52a8a","item_spectacles","scholarship+5",
"3139a69b-a65b-4056-a95e-6eeadc499a81","companion_infinite_morale","mor+1.0\, dmd*0.0\, dmh*0.0\, drn*0.0",
"3190c8ba-5aa2-4825-9e96-03387983f9cd","Henry's Mintha Perfume Effect","charisma+5;charisma-5","Increases Charisma by 5. However\, if used in combination with another perfume\, it decreases Charisma by 5."
"325c9978-f592-42f2-96d5-a196139ee742","pogrom_wagonInvisibility","ors=-1",
"3277268b-60f2-47c6-8130-ddca6bea82a1","combat_close_threat_morale_context",,
"32bcd798-bc87-4947-bb7e-ad07f4e9fe30","unstream_protection",,
"3339697b-c4de-4df1-b49e-9a57c8c0bb7f","item_horsePadded","courage+5\,vitality-3\,agility-5\,strength+5",
"33d328b8-9567-41f4-b2d2-67058da639e2","autotest_min_badassness","bad=0",
"34f0885b-7287-4881-907f-f19751a5e831","Injured Left Arm","asp%0.8","Your left arm is injured. &lt;br/&gt;&amp;nbsp;&lt;br/&gt; Once the level of injury reaches 60% or more\, the speed of your attacks will reduce by 20%. &lt;br/&gt;&amp;nbsp;&lt;br/&gt; You can heal your wound by renewing your health\, e.g. by sleep\, visiting a bathhouse or a imbibing a healing potion. On the contrary\, if the level of injury increases\, you risk bleeding."
"358e6a61-66a5-468a-8588-e93f2f17c1f0","prepadeni_initialBoostedHenry","lvl+10\,strength+10\,speech+10\,agility+10\,vitality+10\,fencing+10\,defense+10\,weapon_sword+10\,heavy_weapons+10\,weapon_large+10\,weapon_unarmed+10\,marksmanship+10\,alchemy+10\,craftsmanship+10\,drinking+10\,horse_riding+10\,houndmaster+10\,scholarship+10\,stealth+10\,survival+10\,thievery+10",
"360e7fef-1051-446a-b133-7f5970af00f7","vip_attackprot","apr+1\,kopr+1\,skpr+1",
"362c7a34-218d-46dd-a001-f46095cb091a","drunk_nonpersistent",,
"363e7fef-1251-466a-b133-7f5970af00f7","vip_attackprot_fading","apr+1\,kopr+1\,skpr+1",
"3702b27b-2591-4dd7-9353-4ae569151d98","permanent_corpse_persistent","pmc+1",
"37d59205-3782-446d-b32e-89a9f786725d","Injured Torso","strength*0.75\,agility*0.75","Your torso is injured.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;Once the level of injury reaches 60% or more\, your strength and agility will be reduced by 25%.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;You can heal your wound by renewing your health\, e.g. by sleep\, visiting a bathhouse or a imbibing a healing potion. On the contrary\, if the level of injury increases\, you risk bleeding."
"389302cb-5a3c-49cc-be4c-14579cdd4e72","owned dog","bba+2\,uat+2\,hearing+5;bba-1\,uat-1\,hearing-5",
"3a48b1ca-7668-437f-89ce-b20ce5d56bac","New Haircut","charisma+1","You've used the bathhouse services. The bathwenches' skill with scissors and razor has made a new man of you. Your charisma is temporarily increased by 1."
"3abfb65b-ec73-4f52-9bf9-c0a6a044b687","prepadeni_XpGainNullifier","xpm*0.0001",
"3b753f2f-0290-4962-ae6f-fa1ded8d2284","nebakovObrana_boost_allies","agility+10\,vitality+10\,marksmanship+10\,fencing+10\,defense+10",
"3be64de4-dca5-4580-ac24-7553e3c89b05","unconsciousness_protection_cutscene","upr=1",
"3c815093-4d43-40f3-9cdc-accb5c9e07ca","low_pickpocketing","thievery=1",
"3cd19fea-f99c-41d8-a8ec-66ff545e1f4d","not_immortal_nonpersistent","imm=0",
"3d4e4e2a-3d1c-4d1c-9131-9b12b21f65a5","autotest_max_charisma","charisma=30",
"3d530e43-375f-4739-a6ee-3bbcf9292601","injured_tag",,
"3e0d4151-c06f-4f5b-b4a6-cd8be1aa35f3","event_chase_slow_debuff","rms*0.9",
"3e330171-aa47-4a93-80e4-bc3d26d3650c","Thunderstone Charm","srg*1.1\, srb*1.05\, sra*1.05\, sco*0.9","The Thunderstone protects its bearer from disasters and brings them good fortune."
"3e6e8dc6-3851-419f-b1e9-1f32524dcb06","targeted by opponent (ranged wpn)","cag+0.5\,map*0.75",
"3f92a272-3469-46aa-b9f3-fdb5b6aa8588","utokNaMalesov_malesovVillagersBoost","strength+10\,agility+10\,vitality+10\,fencing+10\,defense+10\,weapon_sword+10\,weapon_unarmed+10\,weapon_large+10\,heavy_weapons+10\,marksmanship+10\, bba+60",
"3f96e766-9e2c-4d3c-b86c-62ad7b6f1970","defense_debuff","defense*0.1",
"3f98693d-43d6-4c09-bec7-2498c40ea908","combatTutorial_preventHealthDamage","hlh=0\,slh=0\,sco=0\,srg=100\,StaminaCooldownDefault=0\,StaminaCooldownAttack=0\,StaminaCooldownDodge=0\,StaminaCooldownHit=0\,StaminaCooldownBlock=0\,StaminaCooldownWeaponRaised=0",
"3fc3bea1-81e6-4620-8ad7-887714193126","full_heal","health+100/t",
"401598d4-9e5b-4a5c-8917-afe2aad4cc6f","red_deer_easyKill_permanent","hlh=35\,slh=100\, ble*4",
"404a26eb-cc2d-46cc-8989-ca40fd0d56e1","quest_weak_attacker","wat*0.25",
"41e625ec-7783-46fd-8409-e2f05d93d023","item_horse_shoe","agility+5",
"43873196-0efc-48ee-81d2-30909c3700eb","vigilant","vision*1.65\, hearing*1.33",
"43c56ec5-676e-4ab4-b7e3-f2765f479b83","quest_kumaniNaTrosecku_onIslandVision","owl+0.3",
"43cd3832-7a94-45e2-95f9-a8632fc861b8","Strong Mintha Perfume Effect","charisma+3;charisma-5","Increases Charisma by 3. However\, if used in combination with another perfume\, decreases Charisma by 5."
"443e14f2-0b9c-4be5-a1ab-b62faae938b1","buff_infinite_blindness","vision*0",
"44c61b30-c20e-4267-ab01-a1e39342731e","test_script","{{Name='strength'\,Modifier='AddAbs'\,Value=5}\,{Name='agility'\,Modifier='AddBaseRel'\,Value=1.2}}",
"44e1ccc9-9252-48a9-922d-2ae4523c69a3","player_immortality_nonpersistent","imm=1\,upr=1",
"45166775-a225-47aa-bcee-338105a687d3","test_constant",,
"45c2c8d9-dd12-4da9-97ed-d93f0ca03b23","quest_bohutovaVlozka_bohutaLeftFightBanditsStats","strength*1.5\,agility*1.5\,vitality*1.5\,fencing*1.5\,defense*1.5\,weapon_sword*1.5\,heavy_weapons*1.5\,weapon_large*1.5\,weapon_unarmed*1.5\,marksmanship*1.5\,courage*1.5",
"46683e3b-e261-412f-b402-99ee17dda62a","remove_injuries",,
"46ad1d94-bce0-4d2b-be23-7d6c827616cb","disable_perks_ui","hvp=0",
"4757340d-214a-4188-8526-a58bcb0704e1","test_suppressArmorLoad_zero","alo=0",
"478f33b9-c1e3-42d3-908a-e73e6d75e8c8","Nightmares","strength-2\,agility-2\,speech-2\,vitality-2","Your sleep was troubled by nightmares. You're shaken and your stats are temporarily reduced by 2."
"479a82c7-89e8-47e1-b9b3-7544762bc822","stealthkill_protection","skpr=1",
"47b12127-c5b3-43a8-a729-070db79a219a","vip_attackprotonly_remove","apr=0",
"48562e8c-f292-4c1a-a307-e63bcf0b00f2","Reading Spot","rdq>1","You are in a good place to read a book. Reading will be faster and you will learn more from your books."
"48afa86f-2515-422f-b2c0-f9f05f11190a","combat_stat_skill_debuff","strength-7\,agility-5\,vitality-8\,speech-5\,charisma-5.fencing-6\,defense-7",
"4ad6bb79-f2a0-4656-bfe6-cbf4141adbc2","unconscious_fall_damage_enable","efd+1",
"4add60ab-9015-4e56-9f7a-cb19345d6d49","test_invincible","hlh=0\,slh=0",
"4bc0b081-a57e-4e6e-8297-6d9db58b39b2","fall_damage","fdm=0",
"4ce909c2-93d3-4b37-887d-c62a79eb5890","combat_riposte_probability_penalty_on_master_strike","rpp+0.3",
"4d1ec44e-5d1a-436b-a8d9-973d386b48d1","test_mst","mst+20",
"4e029081-a402-41ef-bfc5-7a01afdc391b","disable_sprint_persistent","LimitSprint",
"4e5149ff-974e-4e9d-a3fa-b51aa94d243f","budovaniLazni_visionBoost","vision+5",
"4eb14ea6-2ad6-420d-bba6-670d05601cce","autotest_no_exhaustion_digestion","exh=0\,dig=0",
"512c510f-12c2-404d-9c13-df1e43133ec8","autotest_max_dominate","dmt=30",
"5145bb5c-ac08-43b9-92a7-0a6766516d53","unmute","mut=0",
"519fcbcc-bd4a-4e08-a996-ab6f8bfab68a","rutinaAVypad_battleBadPairDebuff","defense*0.6\,weapon_sword*0.8\,heavy_weapons*0.8\,weapon_large*0.8\,weapon_unarmed*0.8\,marksmanship*0.8\,hlh*1.2",
"526b44bf-c119-4b26-9218-fed39d034d0e","defense_debuff_nonpersistent","defense*0.1",
"529f69fb-3da9-4971-b128-4e4bf8c55fe6","Demand","strength-3\,agility-3\,vitality-3\,srg*0.9","You're an alcoholic. Your Strength\, Speed and Vitality are reduced by 3 until you have a drink\, plus your stamina is a little slower to recover. Long-term abstinence will cure you."
"52ada4a7-b8a2-466c-a3ef-bcba8daf18e1","horse_regeneration","health+0.05/s",
"52e578c8-608f-44e5-b6c0-e79673cfd4a0","immortality_fast_heal_nonpersistent","imm=1\,health+100/s",
"5334ee91-1d9b-4e03-8678-9cd19647b51b","fasttravel_scriptInitiated","ors=-1\,vision=1",
"53a52200-e84e-4e26-99ba-d84f151cadb4","Poor Vision","vision*0.3",
"549119f2-d5c9-43f7-ab52-487b0a262d47","combat_moraleHit_large","mor-1",
"549889f2-d5c9-43f7-ab52-487b0a262d47","quest_stealthMiseZaJindru_brabant_moraleHit","mor-0.5",
"559ec27d-1c69-48d6-9ccb-da33a9b23124","temp_deaf","hearing=0",
"5601746a-f692-4e65-a498-8102ed42cbcf","item_apron","craftsmanship+3",
"5664cd2c-d113-42e6-b71b-5ea789dfc4e3","Damaged armour",,"Some parts of your equipment are in bad shape. You better take care of that\, else you risk permanent reduction in quality."
"567ba83f-fc83-40fb-a8c6-ac42bc4a7201","test_state_delta","health-10/t",
"57095908-1351-40a3-b8c2-c3f8216b77ad","Obsession","strength-10\,agility-10\,vitality-10\,speech-10\,vision-10\,hearing-10\,barter-10\,courage-10\,srg*0.6","You're a heavy drinker. All your attributes are reduced by 10 until you have a drink\, plus your stamina is significantly slower to recover. Long-term abstinence will cure you."
"57e07f55-0cc5-4318-abd9-693df4a232a4","quest_setkaniVRatbori2_noDamage","hlh=0\,slh=0",
"58558161-bed7-4af5-902d-6978c8d21c5e","actor_illuminance_meter","vib-0.57;vib-0.47;vib-0.37;vib-0.27;vib-0.17;;vib+1",
"5ae26f31-1783-44cd-a40b-503c62c867af","autotest_stamina_regen","srg*10\,StaminaCooldownDefault*0.1\,StaminaCooldownAttack*0.1\,StaminaCooldownDodge*0.1\,StaminaCooldownHit*0.1\,StaminaCooldownBlock*0.1\,StaminaCooldownWeaponRaised*0.1",
"5d070c0b-5891-4e1e-83c5-72120a90b015","surrendering","sur=1",
"5d07a436-c01f-4062-b5c4-0c3ec3c8185d","Weak Mintha Perfume Effect","charisma+1;charisma-5","Increases Charisma by 1. However\, if you're using another perfume\, decreases Charisma by 5."
"5d3175c5-4064-4270-bd48-92fa9bbc6944","horse_moraleDebuff_heardGunshot","mor-0.30",
"5eb76853-4423-47d8-ab0b-f505f243c4c2","autotest_max_persuade","prs=30",
"5fc4d5d0-6589-4df2-b585-3899a681fb56","debuffSpeed","asp*0.1",
"60c6aca4-a5a9-442b-9cc8-7f0e31ecfd43","ridden_horse",,
"60e8260f-026a-491e-90c3-b3738aae3c8a","test_zero_morale","mor=0",
"61bf5b0d-aa94-45cc-9cdd-dd76d3903189","morale_max","mor=1",
"62ae725e-56d9-46fa-a09a-794480b757a5","Spurs","horse_riding+5","Wearing spurs increases your horsemanship skill to an extent that depends on their quality."
"62bf2a7f-bddb-4bec-9a1c-071e472ae607","quest_kumaniNaTrosecku_campDrinkingFirstPhase_nonpersistent","fpd+0.4",
"62eeb23f-ccbf-4af9-8f8d-de57da75c50e","Fading Buff Test","strength*0.2\,vitality+8\,agility-5\,speech*3.1",
"63edd356-a11b-4701-b560-ac39bfb8f42f","vip_stealprot_persistent","ppr+1",
"64ad3583-161b-4fb0-97ad-56b826ed2480","monk",,
"64c27976-ed6a-589b-2191-cc586082aee6","quest_stealthMiseZaJindru_brabant_hearingBoost","hearing+5",
"651130c8-540c-45ac-a8cf-734a334320ef","HC perk Numbskull","xpm*0.6",
"6685629b-f174-440a-a7f8-0b6a22a0ac88","additional_weight",,
"66a4bda4-a8d6-47ac-a4d1-b166ce62aea9","quest_kumaniNaTrosecku_campDrinkingSecondPhase_nonpersistent","fpd+0.95",
"671df15c-3341-440a-ad0e-e3f3eed603cc","Strange Potion Effect","health-110/t","As soon as you took a swig of that strange potion\, you could taste death on your tongue. If you don't get some digestive potion inside you quick\, you're done for!"
"677cbe60-d88f-4313-9bc9-985aa59e5e1d","short_term_nutrition_food",,
"67ad3acc-5e8b-4f73-a226-7c093632b4ee","boost_stealth","stealth+15",
"68a05048-1c56-43d3-95fd-75c36125c76a","Disgraced","charisma-6\,con+0.6\,plr+3","You were put in the pillory for your crimes. Being publicly humiliated will have an effect on your reputation. You will temporarily be more noticeable and less charismatic.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;&lt;p&gt;Your Charisma is temporarily decreased by 6.&lt;/p&gt;&lt;p&gt;Your Conspicuousness is temporarily increased by 30.&lt;/p&gt;"
"690ed604-ebe9-448a-b87c-b9d1df82a527","drunk",,
"6a61a139-4ae5-49e1-9b7f-31b72ff2e1e5","disabled_revive","drv+1",
"6ad5711f-8727-4e9a-9607-c36ab5cea256","test_stealth_kill_fail","skp=0",
"6b5db01c-0e65-4b5f-b9f6-f091f3bea121","test_poison_visual",,
"6b861ae1-7d80-4e5d-9fe6-df5833dc4750","prepadeni_ptacekInDuel","fencing-30\,weapon_sword=15\,defense=15\,vitality-10",
"6cf0aa39-e09c-42fa-bf67-10f2d03991b7","immortality_fast_heal","imm=1\,health+100/s",
"6e4087dc-26a6-478f-bd64-6727e24c330b","prepadeni_weakCapon","fencing-30\,weapon_sword-15\,defense-15\,vitality-10",
"6ecc9124-b0bb-4a37-a9e9-ca0d78e76a5e","Reeky",,"You stink. This is not only unpleasant for people around you\, but your stench can even give you away if you're trying to pass unnoticed. You can easily get rid of the smell by visiting the baths or washing yourself at a trough."
"6ed245f0-7882-49d9-b074-41e25c13753e","quest_zachranaPtacka_PtacekCombatBoost","strength=24\,agility=24\,vitality=24\,vision=24\,hearing=24\,courage=24\,fencing=24\,defense=24\,weapon_sword=24\,weapon_unarmed=24\,weapon_large=24\,heavy_weapons=24\,marksmanship=24\, bba+50",
"6f4d327d-2d97-4339-a9d2-679b02aee5e6","autotest_max_badassness","bad=1",
"6f706644-e28a-41a9-9674-5f19dea03bf1","death_protection_cutscene","imm=1\,upr=1",
"6f8d0939-90cb-47dc-9352-33a9cb2e6bf0","disable_run","LimitRun",
"7028ef11-7dbf-44ad-b3b6-e8795e0a7f2d","quest_setkaniVRatbori2_drunkBohuta","fpd+0.77",
"70d29ce9-cf46-40b4-b0b7-803307c45c42","test_suppressArmorLoad_high","alo=0.2",
"714a027c-b5d4-4816-a1d3-f89764997bde","Strong Lion Perfume Effect","charisma+7;charisma-7","Increases Charisma by 7. However\, if you use it in combination with another perfume\, it decreases Charisma by 7."
"717abd8d-86a8-4399-91df-8fbeb536a2d2","Smitten","charisma+3","When you're smitten by love\, the world seems more beautiful than before. And maybe you seem more beautiful to the world. After spending time with your beloved\, your Charisma is temporarily increased by 3."
"7296d3c1-fca0-48ef-b8af-c2bfad31598c","quest_hledaniLichtenstejna_udo_drunkenness","vision-1\,thievery-2",
"730503bf-735a-4f47-baae-c2d84ee77524","immortality_nonpersistent","imm=1",
"73094e4b-b127-4112-854f-3a6885cbb8de","quest_kumaniNaTrosecku_campDrinkingFirstPhase","fpd+0.4",
"738f8a07-c5fd-4687-9408-34ffb0bcd17e","Injured Right Leg","Run-1\,Walk-0.5\,LimitSprint","Your right leg is injured.&lt;br/&gt;&amp;nbsp;&lt;br/&gt; Once the injury level reaches 60% or more\, you will not be able to run and your walk will slow down.&lt;br/&gt;&amp;nbsp;&lt;br/&gt; You can heal your wound by renewing your health\, e.g. by sleep\, visiting a bathhouse or a imbibing a healing potion. On the contrary\, if the level of injury increases\, you risk bleeding."
"7481f890-237d-4312-b647-f056c880edc2","disable_sprint","LimitSprint",
"74cf0c29-d03e-4233-9352-b91ca5ea69ea","infinite_unconsciousness_nonpersistent","ufo*0",
"7524aadc-7819-4c55-a3cf-8caec0d0f437","unconsciousness_protection","upr=1",
"75746cba-af72-40d0-bc33-843769e0ab43","HC perk Shakes","lcs*1.6\,was*1.6\,ptp*1.6",
"75ad69c0-51be-451f-a455-00ea054b5da0","Hangover",,"You have a splitting headache and a feeling of great regret.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;A hangover reduces your Strength\, Agility\, Vitality\, Speech and Charisma and makes you more conspicuous. The degree of these negative effects depends on how much you drank\, and how long the hangover lasts is determined by your Drinking skill - the more experienced you are\, the shorter the hangover. It will dissipate eventually or can be cured with a Marigold Decoction or Hair o' the Dog potion."
